player_name,country,year,current_position,suggested_position,source,confidence,reason,notes
Luis Javier Martínez,Spain,1999,TBC,,,,No trusted structured position source found,
Miguel Ángel Frechilla,Spain,1999,TBC,,,,No trusted structured position source found,
Oriol Ripol,Spain,1999,TBC,,,,No trusted structured position source found,
Oscar Astarloa,Spain,1999,TBC,,,,No trusted structured position source found,
Raphaël Bastide,Spain,1999,TBC,,,,No trusted structured position source found,
Sébastien Loubsens,Spain,1999,TBC,,,,No trusted structured position source found,
Víctor Torres,Spain,1999,TBC,,,,No trusted structured position source found,
Álvar Enciso,Spain,1999,TBC,,,,No trusted structured position source found,
Ma'a Nonu,New Zealand,2003,TBC,,,,No trusted structured position source found,
Ma'a Nonu,New Zealand,2011,TBC,,,,No trusted structured position source found,
Ma'a Nonu,New Zealand,2015,TBC,,,,No trusted structured position source found,
Aaron Mauger,New Zealand,2003,TBC,,,,No trusted structured position source found,
Aaron Mauger,New Zealand,2007,TBC,,,,No trusted structured position source found,
Greg Somerville,New Zealand,2003,TBC,,,,No trusted structured position source found,
Greg Somerville,New Zealand,2007,TBC,,,,No trusted structured position source found,
Jerry Collins,New Zealand,2003,TBC,,,,No trusted structured position source found,
Jerry Collins,New Zealand,2007,TBC,,,,No trusted structured position source found,
Joe Rokocoko,New Zealand,2003,TBC,,,,No trusted structured position source found,
Joe Rokocoko,New Zealand,2007,TBC,,,,No trusted structured position source found,
Ben Atiga,New Zealand,2003,TBC,,,,No trusted structured position source found,
Caleb Ralph,New Zealand,2003,TBC,,,,No trusted structured position source found,
Daniel Braid,New Zealand,2003,TBC,,,,No trusted structured position source found,
Dave Hewett,New Zealand,2003,TBC,,,,No trusted structured position source found,
Marty Holah,New Zealand,2003,TBC,,,,No trusted structured position source found,
Jaque Fourie,South Africa,2003,TBC,,,,No trusted structured position source found,
Jaque Fourie,South Africa,2007,TBC,,,,No trusted structured position source found,
Jaque Fourie,South Africa,2011,TBC,,,,No trusted structured position source found,
Ashwin Willemse,South Africa,2003,TBC,,,,No trusted structured position source found,
Ashwin Willemse,South Africa,2007,TBC,,,,No trusted structured position source found,
Christo Bezuidenhout,South Africa,2003,TBC,,,,No trusted structured position source found,
Corné Krige,South Africa,2003,TBC,,,,No trusted structured position source found,
De Wet Barry,South Africa,2003,TBC,,,,No trusted structured position source found,
Faan Rautenbach,South Africa,2003,TBC,,,,No trusted structured position source found,
Hendro Scholtz,South Africa,2003,TBC,,,,No trusted structured position source found,
Jorrie Muller,South Africa,2003,TBC,,,,No trusted structured position source found,
Lawrence Sephaka,South Africa,2003,TBC,,,,No trusted structured position source found,
Richard Bands,South Africa,2003,TBC,,,,No trusted structured position source found,
Werner Greeff,South Africa,2003,TBC,,,,No trusted structured position source found,
Al Baxter,Australia,2003,TBC,,,,No trusted structured position source found,
Al Baxter,Australia,2007,TBC,,,,No trusted structured position source found,
Matt Dunning,Australia,2003,TBC,,,,No trusted structured position source found,
Matt Dunning,Australia,2007,TBC,,,,No trusted structured position source found,
Morgan Turinui,Australia,2003,TBC,,,,No trusted structured position source found,
Morgan Turinui,Australia,2007,TBC,,,,No trusted structured position source found,
Ben Darwin,Australia,2003,TBC,,,,No trusted structured position source found,
Bill Young,Australia,2003,TBC,,,,No trusted structured position source found,
David Croft,Australia,2003,TBC,,,,No trusted structured position source found,
Mat Rogers,Australia,2003,TBC,,,,No trusted structured position source found,
Wendell Sailor,Australia,2003,TBC,,,,No trusted structured position source found,
Mike Tindall,England,2003,TBC,,,,No trusted structured position source found,
Mike Tindall,England,2011,TBC,,,,No trusted structured position source found,
Ben Cohen,England,2003,TBC,,,,No trusted structured position source found,
Julian White,England,2003,TBC,,,,No trusted structured position source found,
Stuart Abbott,England,2003,TBC,,,,No trusted structured position source found,
Trevor Woodman,England,2003,TBC,,,,No trusted structured position source found,
Aurélien Rougerie,France,2003,TBC,,,,No trusted structured position source found,
Aurélien Rougerie,France,2007,TBC,,,,No trusted structured position source found,
Aurélien Rougerie,France,2011,TBC,,,,No trusted structured position source found,
Jean-Baptiste Poux,France,2003,TBC,,,,No trusted structured position source found,
Jean-Baptiste Poux,France,2007,TBC,,,,No trusted structured position source found,
Jean-Baptiste Poux,France,2011,TBC,,,,No trusted structured position source found,
Olivier Milloud,France,2003,TBC,,,,No trusted structured position source found,
Olivier Milloud,France,2007,TBC,,,,No trusted structured position source found,
Brian Liebenberg,France,2003,TBC,,,,No trusted structured position source found,
David Bory,France,2003,TBC,,,,No trusted structured position source found,
Jean-Jacques Crenca,France,2003,TBC,,,,No trusted structured position source found,
Patrick Tabacco,France,2003,TBC,,,,No trusted structured position source found,
Pépito Elhorga,France,2003,TBC,,,,No trusted structured position source found,
Sylvain Marconnet,France,2003,TBC,,,,No trusted structured position source found,
Tony Marsh,France,2003,TBC,,,,No trusted structured position source found,
Alan Quinlan,Ireland,2003,TBC,,,,No trusted structured position source found,
Alan Quinlan,Ireland,2007,TBC,,,,No trusted structured position source found,
David Wallace,Ireland,2003,TBC,,,,No trusted structured position source found,
David Wallace,Ireland,2007,TBC,,,,No trusted structured position source found,
John Hayes,Ireland,2003,TBC,,,,No trusted structured position source found,
John Hayes,Ireland,2007,TBC,,,,No trusted structured position source found,
Marcus Horan,Ireland,2003,TBC,,,,No trusted structured position source found,
Marcus Horan,Ireland,2007,TBC,,,,No trusted structured position source found,
Simon Best,Ireland,2003,TBC,,,,No trusted structured position source found,
Simon Best,Ireland,2007,TBC,,,,No trusted structured position source found,
Simon Easterby,Ireland,2003,TBC,,,,No trusted structured position source found,
Simon Easterby,Ireland,2007,TBC,,,,No trusted structured position source found,
Anthony Horgan,Ireland,2003,TBC,,,,No trusted structured position source found,
John Kelly,Ireland,2003,TBC,,,,No trusted structured position source found,
Keith Gleeson,Ireland,2003,TBC,,,,No trusted structured position source found,
Tyrone Howe,Ireland,2003,TBC,,,,No trusted structured position source found,
Paul James,Wales,2003,TBC,,,,No trusted structured position source found,
Paul James,Wales,2011,TBC,,,,No trusted structured position source found,
Paul James,Wales,2015,TBC,,,,No trusted structured position source found,
Jonathan Thomas,Wales,2003,TBC,,,,No trusted structured position source found,
Jonathan Thomas,Wales,2007,TBC,,,,No trusted structured position source found,
Mark Jones,Wales,2003,TBC,,,,No trusted structured position source found,
Mark Jones,Wales,2007,TBC,,,,No trusted structured position source found,
Sonny Parker,Wales,2003,TBC,,,,No trusted structured position source found,
Sonny Parker,Wales,2007,TBC,,,,No trusted structured position source found,
Tom Shanklin,Wales,2003,TBC,,,,No trusted structured position source found,
Tom Shanklin,Wales,2007,TBC,,,,No trusted structured position source found,
Dafydd Jones,Wales,2003,TBC,,,,No trusted structured position source found,
Iestyn Harris,Wales,2003,TBC,,,,No trusted structured position source found,
Iestyn Thomas,Wales,2003,TBC,,,,No trusted structured position source found,
Allan Jacobsen,Scotland,2003,TBC,,,,No trusted structured position source found,
Allan Jacobsen,Scotland,2007,TBC,,,,No trusted structured position source found,
Allan Jacobsen,Scotland,2011,TBC,,,,No trusted structured position source found,
Simon Danielli,Scotland,2003,TBC,,,,No trusted structured position source found,
Simon Danielli,Scotland,2011,TBC,,,,No trusted structured position source found,
Andrew Henderson,Scotland,2003,TBC,,,,No trusted structured position source found,
Andrew Henderson,Scotland,2007,TBC,,,,No trusted structured position source found,
Gavin Kerr,Scotland,2003,TBC,,,,No trusted structured position source found,
Gavin Kerr,Scotland,2007,TBC,,,,No trusted structured position source found,
Jason White,Scotland,2003,TBC,,,,No trusted structured position source found,
Jason White,Scotland,2007,TBC,,,,No trusted structured position source found,
Nikki Walker,Scotland,2003,TBC,,,,No trusted structured position source found,
Nikki Walker,Scotland,2007,TBC,,,,No trusted structured position source found,
Andy Craig,Scotland,2003,TBC,,,,No trusted structured position source found,
Ben Hinshelwood,Scotland,2003,TBC,,,,No trusted structured position source found,
Bruce Douglas,Scotland,2003,TBC,,,,No trusted structured position source found,
Gordon McIlwham,Scotland,2003,TBC,,,,No trusted structured position source found,
Ross Beattie,Scotland,2003,TBC,,,,No trusted structured position source found,
Rodrigo Roncero,Argentina,2003,TBC,,,,No trusted structured position source found,
Rodrigo Roncero,Argentina,2007,TBC,,,,No trusted structured position source found,
Rodrigo Roncero,Argentina,2011,TBC,,,,No trusted structured position source found,
Hernán Senillosa,Argentina,2003,TBC,,,,No trusted structured position source found,
Hernán Senillosa,Argentina,2007,TBC,,,,No trusted structured position source found,
Martín Durand,Argentina,2003,TBC,,,,No trusted structured position source found,
Martín Durand,Argentina,2007,TBC,,,,No trusted structured position source found,
José María Núñez Piossek,Argentina,2003,TBC,,,,No trusted structured position source found,
Martín Gaitán,Argentina,2003,TBC,,,,No trusted structured position source found,
Seru Rabeni,Fiji,2003,TBC,,,,No trusted structured position source found,
Seru Rabeni,Fiji,2007,TBC,,,,No trusted structured position source found,
Vilimoni Delasau,Fiji,2003,TBC,,,,No trusted structured position source found,
Vilimoni Delasau,Fiji,2007,TBC,,,,No trusted structured position source found,
Aisea Tuilevu,Fiji,2003,TBC,,,,No trusted structured position source found,
Epeli Ruivadra,Fiji,2003,TBC,,,,No trusted structured position source found,
Isa Nacewa,Fiji,2003,TBC,,,,No trusted structured position source found,
Kitione Salawa,Fiji,2003,TBC,,,,No trusted structured position source found,
Nacanieli Seru,Fiji,2003,TBC,,,,No trusted structured position source found,
Richard Nyholt,Fiji,2003,TBC,,,,No trusted structured position source found,
Rupeni Caucaunibuca,Fiji,2003,TBC,,,,No trusted structured position source found,
Saimoni Rokini,Fiji,2003,TBC,,,,No trusted structured position source found,
Hirotoki Onozawa,Japan,2003,TBC,,,,No trusted structured position source found,
Hirotoki Onozawa,Japan,2007,TBC,,,,No trusted structured position source found,
Hirotoki Onozawa,Japan,2011,TBC,,,,No trusted structured position source found,
Masahito Yamamoto,Japan,2003,TBC,,,,No trusted structured position source found,
Masahito Yamamoto,Japan,2007,TBC,,,,No trusted structured position source found,
Ryo Yamamura,Japan,2003,TBC,,,,No trusted structured position source found,
Ryo Yamamura,Japan,2007,TBC,,,,No trusted structured position source found,
George Konia,Japan,2003,TBC,,,,No trusted structured position source found,
Hideki Nanba,Japan,2003,TBC,,,,No trusted structured position source found,
Junichi Hojo,Japan,2003,TBC,,,,No trusted structured position source found,
Masahiko Toyoyama,Japan,2003,TBC,,,,No trusted structured position source found,
Reuben Parkinson,Japan,2003,TBC,,,,No trusted structured position source found,
Ryota Asano,Japan,2003,TBC,,,,No trusted structured position source found,
Takahiro Hayano,Japan,2003,TBC,,,,No trusted structured position source found,
Toru Kurihara,Japan,2003,TBC,,,,No trusted structured position source found,
Martin Castrogiovanni,Italy,2003,TBC,,,,No trusted structured position source found,
Martin Castrogiovanni,Italy,2007,TBC,,,,No trusted structured position source found,
Martin Castrogiovanni,Italy,2011,TBC,,,,No trusted structured position source found,
